"","day","total","A","B","C","AA","AB","AC","BA","BB","CA"
"4121","2017-04-13",20,8,10,2,2,6,0,3,7,2
"4122","2017-04-14",18,8,9,1,4,3,1,4,5,1
"4123","2017-04-15",21,16,5,0,5,7,4,2,3,0
"4124","2017-04-16",22,10,11,1,5,3,2,9,2,1
"4125","2017-04-17",13,9,2,2,4,2,3,1,1,2
"4126","2017-04-18",24,14,10,0,4,8,2,3,7,0
"4127","2017-04-19",32,18,13,1,7,6,5,5,8,1
"4128","2017-04-20",22,8,12,2,3,3,2,7,5,2
"4129","2017-04-21",20,12,6,2,2,8,2,3,3,2
"4130","2017-04-22",25,18,5,2,8,5,5,2,3,2
"4131","2017-04-23",24,16,6,2,6,8,2,4,2,2
"4132","2017-04-24",19,7,9,3,2,4,1,6,3,3
"4133","2017-04-25",19,10,8,1,3,2,5,1,7,1
"4134","2017-04-26",14,8,5,1,3,3,2,2,3,1
"4135","2017-04-27",26,18,6,2,4,12,2,1,5,2
"4136","2017-04-28",14,6,6,2,0,4,2,2,4,2
"4137","2017-04-29",20,16,3,1,7,6,3,1,2,1
"4138","2017-04-30",16,6,8,2,3,1,2,1,7,2
"4139","2017-05-01",23,11,10,2,5,4,2,2,8,2
"4140","2017-05-02",20,8,8,4,5,3,0,7,1,4
"4141","2017-05-03",14,6,7,1,1,2,3,5,2,1
"4142","2017-05-04",29,14,13,2,5,4,5,6,7,2
"4143","2017-05-05",20,10,7,3,1,5,4,3,4,3
"4144","2017-05-06",23,11,9,3,1,8,2,5,4,3
"4145","2017-05-07",18,12,3,3,3,8,1,2,1,3
"4146","2017-05-08",24,16,6,2,8,6,2,3,3,2
"4147","2017-05-09",23,9,12,2,1,6,2,8,4,2
"4148","2017-05-10",24,15,9,0,7,4,4,5,4,0
"4149","2017-05-11",26,11,11,4,3,6,2,6,5,4
"4150","2017-05-12",33,16,14,3,6,4,6,6,8,3
"4151","2017-05-13",27,14,11,2,4,5,5,3,8,2
"4152","2017-05-14",17,10,3,4,4,6,0,2,1,4
"4153","2017-05-15",21,12,9,0,4,7,1,3,6,0
"4154","2017-05-16",22,15,5,2,3,7,5,3,2,2
"4155","2017-05-17",20,13,7,0,9,2,2,4,3,0
"4156","2017-05-18",22,11,9,2,7,4,0,7,2,2
"4157","2017-05-19",21,14,5,2,3,6,5,3,2,2
"4158","2017-05-20",21,16,5,0,5,7,4,2,3,0
"4159","2017-05-21",17,8,9,0,4,2,2,6,3,0
"4160","2017-05-22",21,11,9,1,2,8,1,4,5,1
"4161","2017-05-23",26,14,10,2,5,6,3,6,4,2
"4162","2017-05-24",25,15,10,0,7,8,0,3,7,0
"4163","2017-05-25",29,13,14,2,2,7,4,5,9,2
"4164","2017-05-26",20,6,11,3,3,3,0,6,5,3
"4165","2017-05-27",21,11,8,2,5,4,2,4,4,2
"4166","2017-05-28",24,13,9,2,3,4,6,4,5,2
"4167","2017-05-29",22,11,9,2,5,4,2,5,4,2
"4168","2017-05-30",19,12,7,0,6,3,3,4,3,0
"4169","2017-05-31",28,18,9,1,7,7,4,3,6,1
"4170","2017-06-01",27,12,13,2,4,5,3,4,9,2
"4171","2017-06-02",24,12,12,0,3,5,4,6,6,0
"4172","2017-06-03",21,13,8,0,7,5,1,5,3,0
"4173","2017-06-04",24,18,4,2,8,4,6,1,3,2
"4174","2017-06-05",19,13,5,1,5,5,3,0,5,1
"4175","2017-06-06",8,3,4,1,2,1,0,2,2,1
"4176","2017-06-07",26,13,9,4,5,5,3,4,5,4
"4177","2017-06-08",30,20,6,4,6,13,1,2,4,4
"4178","2017-06-09",23,13,8,2,4,5,4,4,4,2
"4179","2017-06-10",14,9,4,1,3,1,5,0,4,1
"4180","2017-06-11",25,7,14,4,4,1,2,6,8,4
"4181","2017-06-12",13,7,6,0,1,3,3,4,2,0
"4182","2017-06-13",27,13,12,2,2,7,4,5,7,2
"4183","2017-06-14",16,8,6,2,1,5,2,3,3,2
"4184","2017-06-15",16,5,6,5,2,1,2,3,3,5
"4185","2017-06-16",23,14,7,2,5,5,4,3,4,2
"4186","2017-06-17",14,7,5,2,3,3,1,1,4,2
"4187","2017-06-18",19,8,6,5,5,3,0,2,4,5
"4188","2017-06-19",20,11,8,1,3,6,2,4,4,1
"4189","2017-06-20",12,6,4,2,1,4,1,1,3,2
"4190","2017-06-21",13,4,6,3,1,1,2,4,2,3
"4191","2017-06-22",20,9,7,4,2,3,4,3,4,4
"4192","2017-06-23",22,8,12,2,5,2,1,5,7,2
"4193","2017-06-24",22,15,5,2,7,5,3,4,1,2
"4194","2017-06-25",20,12,4,4,8,4,0,4,0,4
"4195","2017-06-26",20,11,9,0,5,3,3,5,4,0
"4196","2017-06-27",31,14,17,0,8,5,1,8,9,0
"4197","2017-06-28",22,8,7,7,0,6,2,2,5,7
"4198","2017-06-29",28,18,9,1,8,6,4,7,2,1
"4199","2017-06-30",20,13,6,1,4,7,2,4,2,1
"4200","2017-07-01",24,12,9,3,4,7,1,6,3,3
"4201","2017-07-02",22,9,9,4,5,4,0,6,3,4
"4202","2017-07-03",20,10,7,3,3,3,4,2,5,3
"4203","2017-07-04",23,12,9,2,8,1,3,5,4,2
"4204","2017-07-05",23,14,5,4,6,6,2,3,2,4
"4205","2017-07-06",19,11,7,1,4,4,3,4,3,1
"4206","2017-07-07",19,9,9,1,2,2,5,2,7,1
"4207","2017-07-08",22,12,4,6,5,6,1,2,2,6
"4208","2017-07-09",20,12,7,1,6,4,2,3,4,1
"4209","2017-07-10",18,10,8,0,3,4,3,3,5,0
"4210","2017-07-11",16,9,6,1,2,5,2,5,1,1
"4211","2017-07-12",18,6,11,1,3,2,1,6,5,1
"4212","2017-07-13",18,4,12,2,0,4,0,4,8,2
"4213","2017-07-14",23,11,8,4,1,6,4,6,2,4
"4214","2017-07-15",25,12,11,2,4,5,3,7,4,2
"4215","2017-07-16",21,11,8,2,5,5,1,6,2,2
"4216","2017-07-17",18,9,5,4,4,5,0,2,3,4
"4217","2017-07-18",22,5,13,4,3,2,0,10,3,4
"4218","2017-07-19",18,6,10,2,2,3,1,4,6,2
"4219","2017-07-20",20,9,9,2,5,2,2,5,4,2
"4220","2017-07-21",21,10,10,1,5,2,3,4,6,1
"4221","2017-07-22",25,10,12,3,4,4,2,4,8,3
"4222","2017-07-23",19,11,8,0,5,5,1,4,4,0
"4223","2017-07-24",18,8,9,1,0,6,2,3,6,1
"4224","2017-07-25",16,9,6,1,1,5,3,2,4,1
"4225","2017-07-26",25,14,10,1,9,1,4,3,7,1
"4226","2017-07-27",20,10,8,2,1,5,4,6,2,2
"4227","2017-07-28",20,10,7,3,5,4,1,3,4,3
"4228","2017-07-29",25,9,15,1,5,3,1,6,9,1
"4229","2017-07-30",12,6,5,1,2,3,1,2,3,1
"4230","2017-07-31",18,11,6,1,3,5,3,4,2,1
"4231","2017-08-01",20,9,7,4,3,2,4,4,3,4
"4232","2017-08-02",31,16,12,3,12,3,1,6,6,3
"4233","2017-08-03",27,17,8,2,6,9,2,3,5,2
"4234","2017-08-04",22,8,12,2,2,4,2,7,5,2
"4235","2017-08-05",21,11,8,2,5,3,3,2,6,2
"4236","2017-08-06",18,11,5,2,4,5,2,0,5,2
"4237","2017-08-07",19,9,9,1,3,4,2,6,3,1
"4238","2017-08-08",18,10,7,1,4,4,2,3,4,1
"4239","2017-08-09",18,11,6,1,7,4,0,2,4,1
"4240","2017-08-10",25,11,11,3,5,3,3,5,6,3
"4241","2017-08-11",12,5,4,3,3,1,1,2,2,3
"4242","2017-08-12",24,12,9,3,3,6,3,2,7,3
"4243","2017-08-13",21,11,9,1,3,7,1,4,5,1
"4244","2017-08-14",18,6,11,1,4,2,0,6,5,1
"4245","2017-08-15",21,13,6,2,2,7,4,4,2,2
"4246","2017-08-16",22,9,12,1,4,4,1,5,7,1
"4247","2017-08-17",22,11,8,3,4,3,4,4,4,3
"4248","2017-08-18",19,11,7,1,4,4,3,3,4,1
"4249","2017-08-19",24,14,7,3,10,3,1,3,4,3
"4250","2017-08-20",17,9,4,4,3,4,2,2,2,4
"4251","2017-08-21",7,2,5,0,0,2,0,2,3,0
"4252","2017-08-22",16,6,7,3,5,0,1,3,4,3
"4253","2017-08-23",18,10,6,2,3,5,2,5,1,2
"4254","2017-08-24",18,9,5,4,1,6,2,3,2,4
"4255","2017-08-25",22,12,7,3,4,5,3,3,4,3
"4256","2017-08-26",28,19,8,1,6,10,3,4,4,1
"4257","2017-08-27",19,8,10,1,1,5,2,6,4,1
"4258","2017-08-28",12,6,5,1,4,0,2,4,1,1
"4259","2017-08-29",20,10,8,2,0,5,5,4,4,2
"4260","2017-08-30",21,12,8,1,4,6,2,6,2,1
"4261","2017-08-31",30,15,14,1,4,7,4,11,3,1
"4262","2017-09-01",20,9,10,1,6,3,0,3,7,1
"4263","2017-09-02",15,6,8,1,4,0,2,4,4,1
"4264","2017-09-03",22,10,10,2,4,3,3,5,5,2
"4265","2017-09-04",19,7,10,2,2,3,2,3,7,2
"4266","2017-09-05",11,4,7,0,3,0,1,4,3,0
"4267","2017-09-06",25,13,10,2,6,4,3,5,5,2
"4268","2017-09-07",16,8,6,2,3,4,1,2,4,2
"4269","2017-09-08",27,16,9,2,5,9,2,3,6,2
"4270","2017-09-09",16,11,5,0,3,6,2,3,2,0
"4271","2017-09-10",23,10,10,3,3,5,2,6,4,3
"4272","2017-09-11",19,5,12,2,2,0,3,5,7,2
"4273","2017-09-12",14,10,4,0,6,3,1,1,3,0
"4274","2017-09-13",25,16,6,3,4,7,5,3,3,3
"4275","2017-09-14",16,8,6,2,3,2,3,3,3,2
"4276","2017-09-15",25,13,11,1,5,7,1,6,5,1
"4277","2017-09-16",19,7,9,3,2,5,0,7,2,3
"4278","2017-09-17",11,3,7,1,3,0,0,4,3,1
"4279","2017-09-18",24,9,9,6,4,2,3,6,3,6
"4280","2017-09-19",17,9,6,2,5,3,1,3,3,2
"4281","2017-09-20",25,14,10,1,5,5,4,6,4,1
"4282","2017-09-21",27,15,8,4,8,4,3,3,5,4
"4283","2017-09-22",22,6,14,2,2,4,0,11,3,2
"4284","2017-09-23",19,14,4,1,5,4,5,1,3,1
"4285","2017-09-24",21,10,10,1,5,5,0,2,8,1
"4286","2017-09-25",21,9,9,3,4,3,2,5,4,3
"4287","2017-09-26",22,9,11,2,1,3,5,6,5,2
"4288","2017-09-27",33,19,11,3,10,6,3,1,10,3
"4289","2017-09-28",23,14,9,0,3,7,4,4,5,0
"4290","2017-09-29",25,9,14,2,2,6,1,5,9,2
"4291","2017-09-30",26,12,11,3,5,6,1,4,7,3
"4292","2017-10-01",22,5,13,4,3,2,0,7,6,4
"4293","2017-10-02",20,11,9,0,3,8,0,3,6,0
"4294","2017-10-03",31,18,10,3,11,5,2,6,4,3
"4295","2017-10-04",20,8,11,1,3,5,0,5,6,1
"4296","2017-10-05",25,12,10,3,7,4,1,4,6,3
"4297","2017-10-06",26,16,7,3,8,5,3,6,1,3
"4298","2017-10-07",17,13,4,0,4,7,2,1,3,0
"4299","2017-10-08",21,14,7,0,4,7,3,5,2,0
"4300","2017-10-09",21,11,9,1,5,5,1,6,3,1
"4301","2017-10-10",19,13,5,1,4,5,4,3,2,1
"4302","2017-10-11",22,13,8,1,4,6,3,3,5,1
"4303","2017-10-12",19,10,8,1,4,4,2,5,3,1
"4304","2017-10-13",15,8,6,1,4,3,1,3,3,1
"4305","2017-10-14",8,2,6,0,1,1,0,3,3,0
"4306","2017-10-15",25,12,11,2,5,6,1,5,6,2
"4307","2017-10-16",15,11,4,0,3,4,4,1,3,0
"4308","2017-10-17",25,11,8,6,5,3,3,3,5,6
"4309","2017-10-18",18,8,8,2,2,2,4,3,5,2
"4310","2017-10-19",21,8,12,1,4,2,2,4,8,1
"4311","2017-10-20",20,14,5,1,6,8,0,2,3,1
"4312","2017-10-21",23,6,15,2,2,2,2,5,10,2
"4313","2017-10-22",20,11,7,2,1,7,3,3,4,2
"4314","2017-10-23",17,7,8,2,3,4,0,7,1,2
"4315","2017-10-24",18,11,6,1,3,5,3,3,3,1
"4316","2017-10-25",17,7,6,4,2,3,2,4,2,4
"4317","2017-10-26",23,10,10,3,6,2,2,6,4,3
"4318","2017-10-27",28,13,11,4,5,7,1,2,9,4
"4319","2017-10-28",27,14,11,2,3,8,3,4,7,2
"4320","2017-10-29",13,6,5,2,0,4,2,2,3,2
"4321","2017-10-30",26,13,10,3,4,7,2,6,4,3
"4322","2017-10-31",26,7,15,4,5,1,1,8,7,4
"4323","2017-11-01",29,13,11,5,5,7,1,5,6,5
"4324","2017-11-02",19,7,10,2,3,2,2,5,5,2
"4325","2017-11-03",32,18,12,2,7,9,2,4,8,2
"4326","2017-11-04",20,12,8,0,4,5,3,3,5,0
"4327","2017-11-05",18,8,9,1,3,2,3,4,5,1
"4328","2017-11-06",26,15,8,3,7,4,4,3,5,3
"4329","2017-11-07",16,7,9,0,3,3,1,2,7,0
"4330","2017-11-08",26,18,5,3,7,9,2,2,3,3
"4331","2017-11-09",16,9,5,2,4,3,2,4,1,2
"4332","2017-11-10",22,6,12,4,3,1,2,6,6,4
"4333","2017-11-11",20,11,5,4,5,6,0,1,4,4
"4334","2017-11-12",14,5,6,3,2,3,0,3,3,3
"4335","2017-11-13",22,13,7,2,3,7,3,5,2,2
"4336","2017-11-14",16,9,7,0,3,2,4,3,4,0
"4337","2017-11-15",23,8,11,4,2,5,1,6,5,4
"4338","2017-11-16",19,14,3,2,3,10,1,2,1,2
"4339","2017-11-17",21,10,11,0,4,6,0,7,4,0
"4340","2017-11-18",23,8,12,3,2,6,0,6,6,3
"4341","2017-11-19",22,11,9,2,4,5,2,4,5,2
"4342","2017-11-20",21,13,5,3,8,3,2,3,2,3
"4343","2017-11-21",16,9,5,2,4,4,1,4,1,2
"4344","2017-11-22",14,9,4,1,5,2,2,1,3,1
"4345","2017-11-23",13,9,4,0,2,6,1,2,2,0
"4346","2017-11-24",24,13,11,0,4,8,1,5,6,0
"4347","2017-11-25",23,10,10,3,3,4,3,4,6,3
"4348","2017-11-26",25,13,8,4,6,4,3,4,4,4
"4349","2017-11-27",20,11,9,0,3,6,2,2,7,0
"4350","2017-11-28",19,8,7,4,3,1,4,5,2,4
"4351","2017-11-29",24,7,14,3,1,4,2,10,4,3
"4352","2017-11-30",24,11,7,6,4,5,2,5,2,6
"4353","2017-12-01",20,10,9,1,4,3,3,6,3,1
"4354","2017-12-02",10,2,5,3,0,2,0,2,3,3
"4355","2017-12-03",16,7,6,3,2,3,2,4,2,3
"4356","2017-12-04",14,6,7,1,4,1,1,4,3,1
"4357","2017-12-05",25,8,15,2,3,3,2,9,6,2
"4358","2017-12-06",18,10,7,1,7,2,1,3,4,1
"4359","2017-12-07",22,12,8,2,3,7,2,5,3,2
"4360","2017-12-08",29,11,11,7,6,3,2,4,7,7
"4361","2017-12-09",18,6,11,1,5,1,0,6,5,1
"4362","2017-12-10",20,13,6,1,1,9,3,1,5,1
"4363","2017-12-11",21,10,9,2,6,4,0,6,3,2
"4364","2017-12-12",25,12,11,2,2,9,1,8,3,2
"4365","2017-12-13",23,9,10,4,6,3,0,8,2,4
"4366","2017-12-14",27,17,8,2,7,8,2,3,5,2
"4367","2017-12-15",19,11,7,1,3,6,2,3,4,1
"4368","2017-12-16",20,11,6,3,7,4,0,5,1,3
"4369","2017-12-17",33,16,13,4,8,8,0,6,7,4
"4370","2017-12-18",16,5,6,5,1,2,2,5,1,5
"4371","2017-12-19",15,7,6,2,1,4,2,1,5,2
"4372","2017-12-20",35,16,12,7,7,5,4,7,5,7
"4373","2017-12-21",23,12,8,3,6,4,2,3,5,3
"4374","2017-12-22",20,11,6,3,3,8,0,3,3,3
"4375","2017-12-23",31,16,12,3,8,5,3,4,8,3
"4376","2017-12-24",23,11,10,2,5,4,2,6,4,2
"4377","2017-12-25",25,11,12,2,6,3,2,2,10,2
"4378","2017-12-26",22,9,12,1,3,5,1,9,3,1
"4379","2017-12-27",24,12,8,4,6,4,2,5,3,4
"4380","2017-12-28",16,11,4,1,3,6,2,0,4,1
"4381","2017-12-29",20,9,10,1,5,3,1,3,7,1
"4382","2017-12-30",20,10,7,3,4,4,2,3,4,3
"4383","2017-12-31",24,12,7,5,5,5,2,4,3,5
"4384","2018-01-01",20,9,8,3,5,1,3,4,4,3
"4385","2018-01-02",20,13,7,0,6,5,2,2,5,0
"4386","2018-01-03",18,8,10,0,6,2,0,5,5,0
"4387","2018-01-04",18,7,9,2,4,1,2,1,8,2
"4388","2018-01-05",25,18,4,3,5,6,7,3,1,3
"4389","2018-01-06",21,13,7,1,4,4,5,3,4,1
"4390","2018-01-07",19,9,8,2,5,3,1,6,2,2
"4391","2018-01-08",22,11,9,2,4,4,3,7,2,2
"4392","2018-01-09",25,14,11,0,5,7,2,9,2,0
"4393","2018-01-10",24,14,7,3,4,7,3,5,2,3
"4394","2018-01-11",29,7,18,4,2,4,1,8,10,4
"4395","2018-01-12",24,12,11,1,5,6,1,6,5,1
"4396","2018-01-13",25,11,12,2,3,4,4,3,9,2
"4397","2018-01-14",13,5,8,0,3,1,1,5,3,0
"4398","2018-01-15",21,12,7,2,2,9,1,3,4,2
"4399","2018-01-16",24,10,12,2,6,4,0,5,7,2
"4400","2018-01-17",22,11,9,2,0,5,6,4,5,2
"4401","2018-01-18",18,8,9,1,4,3,1,6,3,1
"4402","2018-01-19",15,8,5,2,3,3,2,2,3,2
"4403","2018-01-20",20,4,13,3,2,2,0,5,8,3
"4404","2018-01-21",21,7,11,3,3,4,0,5,6,3
"4405","2018-01-22",33,16,13,4,3,9,4,6,7,4
"4406","2018-01-23",25,17,3,5,10,5,2,2,1,5
"4407","2018-01-24",26,16,6,4,10,3,3,3,3,4
"4408","2018-01-25",19,5,10,4,1,3,1,7,3,4
"4409","2018-01-26",18,9,8,1,6,3,0,2,6,1
"4410","2018-01-27",26,13,12,1,7,4,2,7,5,1
"4411","2018-01-28",16,9,5,2,5,3,1,3,2,2
"4412","2018-01-29",21,8,9,4,4,4,0,3,6,4
"4413","2018-01-30",16,9,5,2,2,6,1,4,1,2
"4414","2018-01-31",21,8,9,4,4,3,1,4,5,4
"4415","2018-02-01",20,8,8,4,4,2,2,4,4,4
"4416","2018-02-02",23,12,10,1,4,5,3,6,4,1
"4417","2018-02-03",22,8,11,3,5,1,2,6,5,3
"4418","2018-02-04",18,7,6,5,2,2,3,2,4,5
"4419","2018-02-05",14,8,4,2,6,2,0,3,1,2
"4420","2018-02-06",22,9,11,2,1,6,2,6,5,2
"4421","2018-02-07",15,7,7,1,2,5,0,4,3,1
"4422","2018-02-08",30,14,14,2,7,6,1,6,8,2
"4423","2018-02-09",21,11,7,3,4,4,3,3,4,3
"4424","2018-02-10",16,5,4,7,0,3,2,1,3,7
"4425","2018-02-11",15,6,7,2,1,3,2,3,4,2
"4426","2018-02-12",11,5,5,1,3,2,0,5,0,1
"4427","2018-02-13",24,11,12,1,5,3,3,7,5,1
"4428","2018-02-14",27,16,10,1,6,6,4,5,5,1
"4429","2018-02-15",28,16,9,3,4,8,4,5,4,3
"4430","2018-02-16",25,11,12,2,5,2,4,5,7,2
"4431","2018-02-17",23,7,13,3,3,2,2,9,4,3
"4432","2018-02-18",22,7,13,2,3,2,2,5,8,2
"4433","2018-02-19",27,10,13,4,3,4,3,7,6,4
"4434","2018-02-20",25,14,10,1,5,6,3,5,5,1
"4435","2018-02-21",29,17,10,2,6,6,5,6,4,2
"4436","2018-02-22",18,10,6,2,7,2,1,2,4,2
"4437","2018-02-23",26,11,11,4,6,3,2,5,6,4
"4438","2018-02-24",25,16,8,1,6,7,3,6,2,1
"4439","2018-02-25",22,9,10,3,4,3,2,8,2,3
"4440","2018-02-26",17,8,6,3,4,2,2,3,3,3
"4441","2018-02-27",19,10,9,0,2,8,0,6,3,0
"4442","2018-02-28",24,12,10,2,5,7,0,5,5,2
"4443","2018-03-01",24,13,9,2,4,7,2,4,5,2
"4444","2018-03-02",18,9,8,1,3,3,3,4,4,1
"4445","2018-03-03",31,15,11,5,7,7,1,5,6,5
"4446","2018-03-04",21,9,10,2,5,4,0,2,8,2
"4447","2018-03-05",18,10,6,2,5,1,4,2,4,2
"4448","2018-03-06",17,7,6,4,3,3,1,4,2,4
"4449","2018-03-07",20,10,9,1,4,4,2,5,4,1
"4450","2018-03-08",20,7,9,4,4,3,0,4,5,4
"4451","2018-03-09",21,12,6,3,5,4,3,4,2,3
"4452","2018-03-10",18,10,4,4,4,2,4,0,4,4
"4453","2018-03-11",20,12,4,4,3,6,3,3,1,4
"4454","2018-03-12",23,12,10,1,8,2,2,3,7,1
"4455","2018-03-13",24,10,13,1,3,6,1,3,10,1
"4456","2018-03-14",23,14,9,0,4,4,6,7,2,0
"4457","2018-03-15",29,12,14,3,7,3,2,9,5,3
"4458","2018-03-16",27,12,7,8,6,6,0,3,4,8
"4459","2018-03-17",12,6,6,0,3,3,0,4,2,0
"4460","2018-03-18",21,13,7,1,3,6,4,2,5,1
"4461","2018-03-19",20,8,8,4,3,5,0,3,5,4
"4462","2018-03-20",23,7,15,1,3,4,0,8,7,1
"4463","2018-03-21",15,6,6,3,3,3,0,1,5,3
"4464","2018-03-22",19,10,8,1,4,3,3,3,5,1
"4465","2018-03-23",24,12,12,0,4,3,5,4,8,0
"4466","2018-03-24",20,13,5,2,9,1,3,1,4,2
"4467","2018-03-25",30,15,11,4,3,9,3,6,5,4
"4468","2018-03-26",23,11,7,5,5,3,3,5,2,5
"4469","2018-03-27",26,13,12,1,7,4,2,6,6,1
"4470","2018-03-28",21,7,12,2,2,2,3,8,4,2
"4471","2018-03-29",16,6,10,0,3,1,2,5,5,0
"4472","2018-03-30",17,6,9,2,1,2,3,6,3,2
"4473","2018-03-31",27,14,9,4,5,4,5,4,5,4
"4474","2018-04-01",19,11,8,0,4,6,1,6,2,0
"4475","2018-04-02",18,11,5,2,4,1,6,3,2,2
"4476","2018-04-03",21,9,9,3,2,4,3,3,6,3
"4477","2018-04-04",17,7,9,1,4,1,2,4,5,1
"4478","2018-04-05",17,8,9,0,1,4,3,5,4,0
"4479","2018-04-06",26,11,14,1,2,6,3,10,4,1
"4480","2018-04-07",21,13,7,1,3,7,3,6,1,1
"4481","2018-04-08",15,9,6,0,4,1,4,2,4,0
"4482","2018-04-09",16,9,6,1,3,4,2,3,3,1
"4483","2018-04-10",7,2,5,0,1,1,0,3,2,0
"4484","2018-04-11",23,10,11,2,4,5,1,8,3,2
"4485","2018-04-12",16,8,8,0,3,3,2,4,4,0
"4486","2018-04-13",18,12,6,0,6,4,2,2,4,0
"4487","2018-04-14",21,10,10,1,4,4,2,7,3,1
"4488","2018-04-15",22,9,10,3,3,4,2,3,7,3
"4489","2018-04-16",22,12,9,1,5,4,3,5,4,1
"4490","2018-04-17",20,8,8,4,3,4,1,2,6,4
"4491","2018-04-18",17,8,6,3,2,2,4,3,3,3
"4492","2018-04-19",25,12,10,3,4,7,1,6,4,3
"4493","2018-04-20",16,5,9,2,1,4,0,5,4,2
"4494","2018-04-21",18,9,8,1,2,6,1,6,2,1
"4495","2018-04-22",20,8,9,3,4,3,1,1,8,3
"4496","2018-04-23",30,14,12,4,2,8,4,6,6,4
"4497","2018-04-24",26,11,11,4,6,2,3,8,3,4
"4498","2018-04-25",21,9,10,2,3,3,3,7,3,2
"4499","2018-04-26",25,9,13,3,3,4,2,7,6,3
"4500","2018-04-27",16,4,9,3,3,1,0,3,6,3
"4501","2018-04-28",26,14,12,0,6,2,6,7,5,0
"4502","2018-04-29",26,10,15,1,2,5,3,8,7,1
"4503","2018-04-30",23,11,11,1,3,5,3,5,6,1
"4504","2018-05-01",15,8,6,1,6,0,2,4,2,1
"4505","2018-05-02",25,11,12,2,4,4,3,7,5,2
"4506","2018-05-03",20,9,10,1,4,0,5,4,6,1
"4507","2018-05-04",19,11,7,1,4,4,3,4,3,1
"4508","2018-05-05",22,10,10,2,6,3,1,8,2,2
"4509","2018-05-06",20,9,9,2,3,5,1,3,6,2
"4510","2018-05-07",19,10,6,3,2,6,2,4,2,3
"4511","2018-05-08",26,9,15,2,3,5,1,10,5,2
"4512","2018-05-09",16,11,5,0,7,3,1,2,3,0
"4513","2018-05-10",27,12,11,4,8,4,0,5,6,4
"4514","2018-05-11",16,10,3,3,3,5,2,1,2,3
"4515","2018-05-12",23,13,6,4,8,5,0,2,4,4
"4516","2018-05-13",21,15,5,1,5,5,5,4,1,1
"4517","2018-05-14",22,14,5,3,6,5,3,4,1,3
"4518","2018-05-15",25,12,10,3,6,4,2,7,3,3
"4519","2018-05-16",16,8,6,2,2,2,4,2,4,2
"4520","2018-05-17",20,6,11,3,3,1,2,6,5,3
"4521","2018-05-18",16,6,9,1,1,3,2,3,6,1
"4522","2018-05-19",20,10,6,4,6,2,2,2,4,4
"4523","2018-05-20",20,10,7,3,3,4,3,5,2,3
"4524","2018-05-21",20,12,7,1,8,2,2,4,3,1
"4525","2018-05-22",23,11,11,1,6,3,2,8,3,1
"4526","2018-05-23",23,10,10,3,3,5,2,5,5,3
"4527","2018-05-24",31,17,11,3,7,6,4,6,5,3
"4528","2018-05-25",24,11,12,1,7,2,2,8,4,1
"4529","2018-05-26",30,16,13,1,5,5,6,6,7,1
"4530","2018-05-27",27,12,14,1,4,4,4,6,8,1
"4531","2018-05-28",20,10,6,4,4,2,4,3,3,4
"4532","2018-05-29",21,10,9,2,5,4,1,2,7,2
"4533","2018-05-30",23,10,11,2,6,3,1,6,5,2
"4534","2018-05-31",27,18,5,4,8,6,4,3,2,4
"4535","2018-06-01",19,11,7,1,2,6,3,4,3,1
"4536","2018-06-02",34,18,15,1,10,4,4,7,8,1
"4537","2018-06-03",32,16,12,4,6,7,3,6,6,4
"4538","2018-06-04",21,9,10,2,3,4,2,5,5,2
"4539","2018-06-05",26,12,12,2,4,5,3,8,4,2
"4540","2018-06-06",13,6,4,3,3,2,1,2,2,3
"4541","2018-06-07",24,11,8,5,6,4,1,6,2,5
"4542","2018-06-08",20,13,7,0,7,5,1,3,4,0
"4543","2018-06-09",21,14,7,0,2,9,3,5,2,0
"4544","2018-06-10",21,14,4,3,3,5,6,2,2,3
"4545","2018-06-11",22,13,5,4,6,5,2,3,2,4
"4546","2018-06-12",24,11,11,2,2,6,3,6,5,2
"4547","2018-06-13",25,11,11,3,5,3,3,1,10,3
"4548","2018-06-14",26,10,15,1,3,5,2,6,9,1
"4549","2018-06-15",18,10,7,1,4,3,3,4,3,1
"4550","2018-06-16",15,8,6,1,0,6,2,4,2,1
"4551","2018-06-17",18,8,8,2,4,2,2,5,3,2
"4552","2018-06-18",20,8,9,3,5,2,1,6,3,3
"4553","2018-06-19",19,9,10,0,2,6,1,6,4,0
"4554","2018-06-20",18,10,8,0,4,3,3,6,2,0
"4555","2018-06-21",28,11,13,4,5,4,2,7,6,4
"4556","2018-06-22",10,4,4,2,1,3,0,2,2,2
"4557","2018-06-23",24,12,8,4,3,8,1,2,6,4
"4558","2018-06-24",17,9,7,1,4,2,3,4,3,1
"4559","2018-06-25",16,9,7,0,3,4,2,3,4,0
"4560","2018-06-26",20,9,7,4,4,4,1,4,3,4
"4561","2018-06-27",31,15,14,2,5,9,1,10,4,2
"4562","2018-06-28",20,9,10,1,4,2,3,4,6,1
"4563","2018-06-29",23,11,10,2,5,6,0,2,8,2
"4564","2018-06-30",28,13,11,4,4,7,2,8,3,4
"4565","2018-07-01",24,13,9,2,7,4,2,1,8,2
"4566","2018-07-02",18,13,5,0,5,6,2,0,5,0
"4567","2018-07-03",21,11,9,1,5,6,0,4,5,1
"4568","2018-07-04",16,7,9,0,3,2,2,3,6,0
"4569","2018-07-05",16,12,4,0,5,3,4,3,1,0
"4570","2018-07-06",21,7,13,1,5,1,1,6,7,1
